date,EUA_return,GAS_return,OIL_return,COAL_return,ELEC_return,IP_return,CPI_return,POLICY_dummy,PHASE_dummy
2023-05-17,-0.010058286753287682,-0.0132452267500206,0.026998352584768348,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-18,0.01812194339288098,0.021978906718775115,-0.014396250101308183,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-19,-0.0024570036930517958,0.029980832211935926,-0.003697822167783471,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-22,-0.024678635275553695,-0.029980832211935926,0.00541000238599576,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-23,-0.016758554588619745,-0.035401927050915716,0.011123565748819786,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-24,-0.011841395178004532,0.0134230203321406,0.019588310592010494,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-25,-0.025804800602818645,-0.008928630744301391,-0.027165018369612604,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-26,0.00603283682990341,-0.17072980863016962,0.00900723815744886,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-29,-0.0015650397463984334,-0.17072980863016962,0.00900723815744886,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-30,-0.03207521877554331,0.11541617064611731,-0.04532633226543581,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-05-31,0.004840220433149689,-0.004750602758597733,-0.012038411218675549,-0.027142210946405676,0.02703557294344794,-0.001841621,0.061,0,1
2023-06-01,-0.022790868752553095,0.4906229164484712,0.078198866077555,0.0006964465599708092,0.07421944912042555,0.002761161,0.055,0,1
2023-06-02,-0.005461371293391082,-0.4578330936254804,0.030335720595679128,0.0006964465599708092,0.07421944912042555,0.002761161,0.055,0,1
2023-06-05,0.05379906724099559,-0.4578330936254804,0.030335720595679128,0.0006964465599708092,0.07421944912042555,0.002761161,0.055,0,1
2023-06-06,-0.01483309870761218,-0.11149550422534227,-0.10952017773927913,0.0006964465599708092,0.07421944912042555,0.002761161,0.055,0,1
